,goal,plan,id,goal_type
15,"Scenario: If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","""This could have happened because the gas pedal is disconnected. This is a very flawed car and needs to be taken back to the dealership immediately!.""",human,unconstrained
16,"Scenario: If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","""This could have happened because the car might not drive quickly because the car gas pedal is broken. Another reason the car might not drive quickly when the gas pedal is pressed all the way down is because the car is stuck in a ditch.""",human,unconstrained
17,"Scenario: If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","""This could have happened because the car has not been started.""",human,unconstrained
18,"Scenario: If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","""This could have happened because there might be something wrong with the fuel delivery system in the car. It might also be something wrong with the actual pedal that would need to be replaced.""",human,unconstrained
19,"Scenario: If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","""This could have happened because an average car's gas pedal can be pressed all the way down and the car will drive quickly when a little old man is behind the wheel. An average car's gas pedal can be pressed all the way down and the car will not drive very quickly when the driver is the all-time race car champion of the world.""",human,unconstrained
20,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat was asleep and didn't feel it's tail being pulled.""",human,unconstrained
21,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat is dead.""",human,unconstrained
22,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat is used to the behavior and not bothered by it. The tail wasn't pulled hard enough to make the cat yowl.""",human,unconstrained
23,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because if the cat is dead, then pulling its tails will not yield a response.""",human,unconstrained
24,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat happens to be one of very few cats with patience. On the other hand, the cat could also scratch in response instead of yowl.""",human,unconstrained
25,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat got way to used to the toddler tugging on its tail and didn't make noise this time.""",human,unconstrained
26,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat's tail wasn't pulled very hard.""",human,unconstrained
27,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the tail was not pulled hard enough.""",human,unconstrained
28,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat may be dead.""",human,unconstrained
29,"Scenario: If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""This could have happened because the cat's tail was not pulled hard enough. The cat only yowled if it hurt him.""",human,unconstrained
30,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because the confetti canon did not have enough confetti in it.""",human,unconstrained
31,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because a silencer of some sort was used.""",human,unconstrained
32,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because the confetti cannon may have misfired and therefore the powder was not ignited to create a sound.""",human,unconstrained
33,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because it was a defective and empty cannon so it didn't make any noise at all.""",human,unconstrained
34,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because there was no confetti inside this time.""",human,unconstrained
35,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because there is some other force moving the cannon other than the explosion from firing. The individual listening could have earplugs in there ears.""",human,unconstrained
36,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because the cannon might have gotten jammed and the cannon didnt fire correctly.""",human,unconstrained
37,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because people were wearing noise cancelling headphones, and therefore, although the noise exists, to the human ear, no noise is produced.""",human,unconstrained
38,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because the confetti cannon is a dud.""",human,unconstrained
39,"Scenario: If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""This could have happened because it had state-of-the-art technology.""",human,unconstrained
40,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because the drumstick wasn't hit hard enough.""",human,unconstrained
41,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because the drum stick was actually a chicken drum stick. So, the noise was more of a thwomp than a clang.""",human,unconstrained
42,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because if the drum stick is from a chicken, and the hit is gentle enough, it will not make a sound.""",human,unconstrained
43,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because someone has a grip on he cymbal to mute it, and therefore cannot make the noise.""",human,unconstrained
44,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because there was something on the cymbal that dampened the force of the drumstick like a piece of felt. Something that can reduce the force or duration of the strike can make the cymbal not vibrate with sounds. Also, if the cymbal is fixed into place it will not clang.""",human,unconstrained
45,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because the cymbal was stuck on something that didn't allow it to move freely and vibrate sound.""",human,unconstrained
46,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because the cymbal was not hit hard enough with the drum stick to register a sound.""",human,unconstrained
47,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because the cymbal and the drum stick are made of soft materials.""",human,unconstrained
48,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because because the symbol what's not used with enough Force to make a clang noise ,perhaps it was used to gentle or the person was not trained as a drummer .""",human,unconstrained
49,"Scenario: If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""This could have happened because perhaps the cymbal that was hit was hit with a defective drum stick. A padded drum stick or a cymbal that is muffled could cause it not to clang.""",human,unconstrained
50,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the door was knocked down.""",human,unconstrained
51,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the lock was broken.""",human,unconstrained
52,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the door jam was not put together correctly or there was a hole in the wall.""",human,unconstrained
53,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the bolt is not connected to anything to hold it closed. The lock is broken.""",human,unconstrained
54,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the door was not bolted to begin with. Someone was able to come along and open the door just fine.""",human,unconstrained
55,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the person opening the door, cut the bolt.""",human,unconstrained
56,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the bolt is damaged or removed by a tool. This would also the door to open.""",human,unconstrained
57,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the bolt does not engage the door frame and therefore does not stop one from opening the door.""",human,unconstrained
58,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the could have happened because the screws that were holding the bolt in place became loose.""",human,unconstrained
59,"Scenario: If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""This could have happened because the bolt was weak or broken.""",human,unconstrained
60,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because there was faulty wiring installed into the fire alarm.""",human,unconstrained
61,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because people in the apartment building may die or be seriously injured by the fire.""",human,unconstrained
62,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because the landlord forgot to put batteries into the alarms and never tested them.""",human,unconstrained
63,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because the fire alarm batteries had not been changed, which led to the system not properly working.""",human,unconstrained
64,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because because the smoke did not reach the sensor yet or the fire alarm system is out of order.""",human,unconstrained
65,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because the fire alarms were faulty and hadn't been tested recently to see if they still worked properly.""",human,unconstrained
66,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because there were no batteries in the fire alarm.""",human,unconstrained
67,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because the batteries in the fire alarm have not been changed in a very long time. The batteries are dead.""",human,unconstrained
68,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because the fire alarms were not checked by maintenance staff and everyone was in the building would not have enough time to evacuate.""",human,unconstrained
69,"Scenario: If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""This could have happened because a smoke detector is not functioning properly.""",human,unconstrained
70,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because it was struck by lightning and was temporarily electrically charged.""",human,unconstrained
71,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light may have an internal system where it save energy and can turn on the light for a while without an external energy source.""",human,unconstrained
72,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because a light can turn on even when unplugged because it might also be battery-operated.""",human,unconstrained
73,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light is battery operated. No need for a plug!.""",human,unconstrained
74,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light has an internal back up battery.""",human,unconstrained
75,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because if a light is unplugged but still able to turn on, it's possible that the room is haunted and a ghost is using their energy to power the light.""",human,unconstrained
76,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light also has a battery back-up that kicked in when the plug was plugged from the socket.""",human,unconstrained
77,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light also has a battery power source.""",human,unconstrained
78,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because when the light is unplugged, its batteries take over to give it power. The light can be unplugged and not turn on if the lightbulb is burnt out. The light can remain unplugged and turn on when the lightbulb is replaced.""",human,unconstrained
79,"Scenario: If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","""This could have happened because the light has back up batteries.""",human,unconstrained
80,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor broke up into many tiny pieces prior to impact and no crater was observed.""",human,unconstrained
81,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor was infinitesimally small and the impact created zero crater.""",human,unconstrained
82,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because either the meteor was tiny enough that the crater is not visible to the naked eye, or it was in such a remote area that no one is likely to witness the crater.""",human,unconstrained
83,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor was very small.""",human,unconstrained
84,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor was very small and vaporized on impact and did not have enough force to dent the ground.""",human,unconstrained
85,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because there could be a giant hole already there.""",human,unconstrained
86,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor did not have enough Force to make a crater on the ground .""",human,unconstrained
87,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor was not of significant size or did not gain enough speed to cause a crater.""",human,unconstrained
88,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor hit an already existing crater.""",human,unconstrained
89,"Scenario: If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""This could have happened because the meteor wasn't hard enough to create a crater.""",human,unconstrained
90,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because either they breathed in enough wildfire smoke to render them unconscious, or such an insufficient amount that it did not cause them to cough.""",human,unconstrained
91,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because they held their breath after breathing in smoke.""",human,unconstrained
92,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because the person did not breathe in too much wildfire smoke.""",human,unconstrained
93,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because perhaps the Wildfire smoke is not thick enough to affect their breathing and they are able to stay low to the ground as the smoke arises to escape inhalation.""",human,unconstrained
94,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because the person was used to the smoke from several days of the wildfire in their area.""",human,unconstrained
95,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because they have lungs that are accustomed to smoke inhalation, as they are a serial smoker.""",human,unconstrained
96,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because the person is not sensitive to the smoke from the wildfire.""",human,unconstrained
97,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because the person could have a wet cloth over there mouth to help somewhat.""",human,unconstrained
98,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because some people are less sensitive to smoke than others. A person could be less sensitive by taking a cough suppressant.""",human,unconstrained
99,"Scenario: If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""This could have happened because they did not cough in wildfire smoke because they were wearing protective breathing equipment.""",human,unconstrained
100,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano was dropped onto a giant pillow that broke the pianos fall, therefore keeping it in tact.""",human,unconstrained
101,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because this piano is special. This piano was created to play the most beautiful sounds in the world and cannot be destroyed!.""",human,unconstrained
102,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano is encased in very heavy protective foam and lands on a trampoline surrounded by protective foam.""",human,unconstrained
103,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano happened to land on something that was padded and broke the fall, thus causing it not to shatter.""",human,unconstrained
104,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because there could be something that was breaking the fall for the piano. Something nice and soft like feathers or a mattress.""",human,unconstrained
105,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano may not shatter when dropped from a skyscraper because it is attached to a large crane by rope, and the piano swings suspended in the air like a pendulum.""",human,unconstrained
106,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because there was a giant pool of gelatin beneath the piano that slowed the impact of it's landing and prevented it from shattering.""",human,unconstrained
107,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano is made of some type of plastic material.""",human,unconstrained
108,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because if a piano drops from a sky scraper but does not shatter, it's possible that spider man used his web to catch the piano before it hit the street and injured innocent bystanders.""",human,unconstrained
109,"Scenario: If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","""This could have happened because the piano is made of steel and warps instead of shattering.""",human,unconstrained
110,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves in the office are bolted to the ground and are not affected by the earthquake unless the ground beneath the shelving is damaged.""",human,unconstrained
111,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves were extra sturdy and bolted in.""",human,unconstrained
112,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the building was built to handle the shakes of an earthquake. The earthquake might not have been strong enough to shake the shelves down.""",human,unconstrained
113,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves are bolted in place.""",human,unconstrained
114,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves may be screwed into the wall and therefore they do not fall down.""",human,unconstrained
115,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because it wasn't a very strong one.""",human,unconstrained
116,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves were already on the ground because of the office was redoing the carpet.""",human,unconstrained
117,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves were mounted into studs.""",human,unconstrained
118,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelves were indistructable. They were bolted to the walls very securely and the earthquake wasn't enough to have them fall down. They stayed attached.""",human,unconstrained
119,"Scenario: If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""This could have happened because the shelved were bolted to the wall.""",human,unconstrained
120,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because an apple that falls might not hit the ground because it falls into a trampoline/hammock/canopy. An apple that falls also might not hit the ground because someone standing under the tree may catch it.""",human,unconstrained
121,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because there might be someone under the tree who caught the apple in their hand. Or the apple fell into a basket on ground.""",human,unconstrained
122,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because if an apple falls from a tree but does not hit the ground, it's possible that someone caught the apple and ate it before it reached the ground.""",human,unconstrained
123,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because a woman was standing underneath the tree at the time the apple started to fall. She had quick reflexes and caught the apple midair.""",human,unconstrained
124,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because the apple fell onto a branch below it and stayed there.""",human,unconstrained
125,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because a person caught the apple.""",human,unconstrained
126,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because someone caught it.""",human,unconstrained
127,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because i tied a bag around each apple and attached the bag to its branch so that they wouldn't hit the ground and get bruised.""",human,unconstrained
128,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because the apple does not hit the ground, but instead strikes the noggin of Sir Isaac Newton, who had chose to sit under the apple tree only moments before. Thus, the theory of gravity is born.""",human,unconstrained
129,"Scenario: If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","""This could have happened because it fell down onto another part of the tree and was stuck there. Or, it fell down right into the hand of human that was waiting there to catch it.""",human,unconstrained
130,"Scenario: If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""This could have happened because the egg carton was very sturdy and landed just the right way to not break the eggs.""",human,unconstrained
131,"Scenario: If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""This could have happened because the egg carton was dropped a very short distance.""",human,unconstrained
132,"Scenario: If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""This could have happened because the egg carton had more cushioning and was of higher quality than others.""",human,unconstrained
133,"Scenario: If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""This could have happened because the eggs fell on a soft surface that prevented them from breaking.""",human,unconstrained
134,"Scenario: If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""This could have happened because the carton was dropped onto a soft surface. There was not enough brute force to break the eggs.""",human,unconstrained
