,goal,plan,id,batch_idx,goal_type,Unnamed: 0
37,Goal: Make a pair of new shoes.,I would first find material to make the shoe. I would also find a pattern for the shoe.,gpt-3,1,unconstrained,
38,Goal: Make a pair of new shoes.,I would go to a shoe store and buy a pair of shoes that i like. I would then take them home and cut them open and take out the insoles and take out all of the parts that make them not a pair of shoes.,gpt-3,1,unconstrained,
39,Goal: Make a pair of new shoes.,"I would need to find the right size, shape, and color of shoe that I want. Then I would need to find the right material. Then I would need to find the right tools.",gpt-3,1,unconstrained,
40,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would count the number of sharks that I see in the cove.,gpt-3,0,constrained_many,
41,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a drone to fly over the cove and count the sharks.,gpt-3,0,constrained_many,
42,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would build a large fence around the cove and put a sign that said 'Danger: Sharks Ahead'. I would also make a fake shark head with a sign that said 'Beware of Shark' and put it on top of the fence. I would also put a camera on a boat and have it circle the fence.,gpt-3,0,constrained_many,
43,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a drone to count the sharks in the cove.,gpt-3,0,constrained_many,
44,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would go to the beach and count the amount of sharks in the water. I would count them until there are no more sharks in the water. I would also take pictures of the sharks.,gpt-3,0,constrained_many,
45,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would get a boat and travel out to the cove. I would count the sharks from the boat and try to count the sharks from the water. I would get a group of people to help out. I would also get a camera and take pictures of the sharks from the boat.,gpt-3,0,constrained_many,
46,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a drone to take pictures of the sharks from above the water.,gpt-3,0,constrained_many,
47,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would probably go to the beach and see how many sharks were in the cove.,gpt-3,0,constrained_many,
48,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would go out there with a big piece of meat and try to attract as many sharks as possible.,gpt-3,0,constrained_many,
49,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a shark cage and count how many sharks I saw when I put the cage in the water.,gpt-3,0,constrained_many,
50,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a drone to fly over the sharks and count them. I would try to use the drone as little as possible because I would want to be as stealthy as possible.,gpt-3,1,constrained_many,
51,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would go in with a GoPro and a spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day. I would then go in with a bigger camera and a bigger spear gun and see how many sharks I could see in a day.,gpt-3,1,constrained_many,
52,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.","I would go to a local bait shop and ask for a bucket of shark bait. Then, I would go to the cove and throw the shark bait into the water. The sharks would eat the bait and I could count the number of sharks by the number of bait remnants.",gpt-3,1,constrained_many,
53,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.","I would go to the cove and see if anyone is fishing. If they are, I would ask if I could use their fishing rod to catch a shark. Then I would take it back to the lab and test it. If no one is fishing, I would go to the cove and wait until a shark swims by me.",gpt-3,1,constrained_many,
54,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would use a shark cage and put myself in the water.,gpt-3,1,constrained_many,
55,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would do a survey of the local people and ask them how many sharks they have seen in the past week. I would ask them to draw a picture of the shark and then I would count the sharks in the drawings.,gpt-3,1,constrained_many,
56,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.","I would use a small amount of blood from a fish, chicken or other animal. I would then place the blood in a small container and place it outside the cove.",gpt-3,1,constrained_many,
57,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.","I would count the number of sharks I see, and then I would count the number of sharks I don't see. I would then subtract the number of sharks I don't see from the number of sharks I do see.",gpt-3,1,constrained_many,
58,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would go to the cove at night time with a lot of glow sticks and wait for the sharks to come. I would count them and take notes. I would do this for multiple nights.,gpt-3,1,constrained_many,
59,"Goal: Find out how many sharks live in a cove off a nearby coast, without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board.",I would go to the cove with a shark cage and put it in the water. Then I would go back to land and wait until a shark came to the cage.,gpt-3,1,constrained_many,
60,Goal: Paint a fence.,I would first measure the fence to determine how much paint I need.,gpt-3,0,unconstrained,
61,Goal: Paint a fence.,I would first plan out where I want to place the fence. I would then need to buy the paint and paintbrush to paint the fence.,gpt-3,0,unconstrained,
62,Goal: Paint a fence.,I would use a brush to apply the paint to the fence. I would first prepare the fence by taking down the old paint. Then I would use a brush to apply the paint to the fence.,gpt-3,0,unconstrained,
63,Goal: Paint a fence.,I would first check to ensure the fence is not wet or damp. Next I would ensure that the fence is properly ventilated. I would also ensure that the fence is not too high. I would also ensure there is no wind. I would also ensure that there is no rain. I would also ensure that the fence is not too hot. I would also ensure that the fence is not too cold. I would also ensure that there is no bugs. I would also ensure that the fence is not too dark. I would also ensure that there is no animals. I would also ensure that there is no trees. I would also ensure that there is no rocks. I would also ensure that there is no hills. I would also ensure that there is no valleys. I would also ensure that there is no mountains. I would also ensure that there is no holes. I would also ensure that there is no ditches. I would also ensure that there is no streams. I would also ensure that there is no rivers. I would also ensure that there is no ponds. I would also ensure that there is no puddles. I would also ensure that there is no mud. I would also ensure that there is no dirt. I would also ensure that there is no pebbles. I would also ensure that there is no rocks. I would also ensure that there is no sand. I would also ensure that there is no snow. I would also ensure that there is no ice.,gpt-3,0,unconstrained,
64,Goal: Paint a fence.,I would first buy the right paint and equipment. I would make sure I had the proper safety equipment and clothing. Then I would make sure the fence was clean and dry. I would then lay out the drop cloth and tape off the areas I did not want painted. I would then paint the fence.,gpt-3,0,unconstrained,
65,Goal: Paint a fence.,I would first find out how many feet of fence the job required. Then I would get the paint and the brushes and rollers and drop cloths and all the other tools that I would need to paint the fence. I would then get the fence ready to be painted. Then I would start painting the fence.,gpt-3,0,unconstrained,
66,Goal: Paint a fence.,I would start by taking a picture of the fence and write down what color it is. I would then buy the paint and a paint brush.,gpt-3,0,unconstrained,
67,Goal: Paint a fence.,I would first need to prepare the fence. I would then need to gather the paint and a paintbrush.,gpt-3,0,unconstrained,
68,Goal: Paint a fence.,I would first determine the color of the fence. Then I would buy the paint. I would also make sure to have all the supplies needed to paint the fence. I would then paint the fence.,gpt-3,0,unconstrained,
69,Goal: Paint a fence.,I would first make sure that the fence is clean. Then I would make sure that the fence is put up correctly. Then I would make sure that I have the right paint. Then I would make sure that I have the right brushes. Then I would make sure that I have the right ladder. Then I would make sure that I have the right gloves. Then I would make sure that I have a bucket of water. Then I would make sure that I have a garden hose. Then I would make sure that I have a ladder. Then I would make sure that I have a good place to put the paint. Then I would make sure that I have a good place to put the brushes. Then I would make sure that I have a good place to put the bucket of water. Then I would make sure that I have a good place to put the garden hose. Then I would make sure that I have a good place to put the ladder. Then I would make sure that I have a good place to put the gloves. Then I would make sure that I have a good place to put the paint brushes. Then I would make sure that I have a good place to put the paint. Then I would make sure that I have a good place to put the garden hose. Then I would make sure that I have a good place to put the bucket of water. Then I would make sure that I have a good place to put the ladder.,gpt-3,0,unconstrained,
70,Goal: Paint a fence.,I would first make sure the fence is clean. Then I would use a brush to apply the paint to the fence. I would then use a roller to apply the paint to the fence. I would then use a brush to apply the paint to the fence again. I would let it dry. I would then use a brush to apply the paint to the fence again. I would let it dry. I would then use a brush to apply the paint to the fence again.,gpt-3,1,unconstrained,
71,Goal: Paint a fence.,I would plan to paint the fence. I would buy the paint and the paint brush.,gpt-3,1,unconstrained,
72,Goal: Paint a fence.,I would use a ladder to reach the top of fence. I would then use a paint brush to paint the fence.,gpt-3,1,unconstrained,
73,Goal: Paint a fence.,I would first lay out the fence and make sure to mark the spots where I wanted to paint and also make sure that the paint was the right color. I would then get a ladder and paint the fence.,gpt-3,1,unconstrained,
74,Goal: Paint a fence.,I would first have to find out if it was a wood or metal fence. Then I would have to find out what kind of paint I would need to use. Then I would have to find out if I needed to prime the fence first. Then I would have to find out if I needed to use a primer. Then I would have to find out how many coats of paint I needed to put on the fence. Then I would have to find out how long I had to wait in between coats of paint. Then I would have to find out how to paint the fence.,gpt-3,1,unconstrained,
75,Goal: Paint a fence.,"I would first figure out how tall the fence is, then I would use a ladder to reach the top.",gpt-3,1,unconstrained,
76,Goal: Paint a fence.,I would first make sure I had the right tools for the job.,gpt-3,1,unconstrained,
77,Goal: Paint a fence.,I would make sure I have all my materials before I start. I would make sure I have the right tools. I would make sure the fence is clean and dry. I would make sure I have enough paint.,gpt-3,1,unconstrained,
78,Goal: Paint a fence.,"I would get the paint, brushes, paint trays, and a ladder.",gpt-3,1,unconstrained,
79,Goal: Paint a fence.,I would have to measure the fence and buy the right amount of paint. I would have to be careful to not get paint on the ground. I would have to be careful not to get paint on the fence.,gpt-3,1,unconstrained,
80,"Goal: Jump over a six foot tall man, without using a trampoline.",I would first try and jump over him without a running start. Then I would try and jump over him with a running start.,gpt-3,0,constrained_single,
81,"Goal: Jump over a six foot tall man, without using a trampoline.",I would take a running start and jump over him.,gpt-3,0,constrained_single,
82,"Goal: Jump over a six foot tall man, without using a trampoline.","I would first try to jump over a shorter person. If that doesn't work, I would try to jump over a chair.",gpt-3,0,constrained_single,
83,"Goal: Jump over a six foot tall man, without using a trampoline.",I would find a way to build a ramp that would be as long as the man is tall.,gpt-3,0,constrained_single,
84,"Goal: Jump over a six foot tall man, without using a trampoline.",I would jump over the man using a running start. I would use a running start to build momentum and jump over the man.,gpt-3,0,constrained_single,
85,"Goal: Jump over a six foot tall man, without using a trampoline.",I would use a ramp.,gpt-3,0,constrained_single,
86,"Goal: Jump over a six foot tall man, without using a trampoline.",I would try to jump over him without jumping too high.,gpt-3,0,constrained_single,
87,"Goal: Jump over a six foot tall man, without using a trampoline.",I would use a bicycle to jump over the man. I would put the bicycle on top of a table. I would use a chair to climb up the table.,gpt-3,0,constrained_single,
88,"Goal: Jump over a six foot tall man, without using a trampoline.",I would run towards the man and jump over him.,gpt-3,0,constrained_single,
89,"Goal: Jump over a six foot tall man, without using a trampoline.",I would run up to the man and jump over him.,gpt-3,0,constrained_single,
90,"Goal: Jump over a six foot tall man, without using a trampoline.","I would try to distract the man. I would then run as fast as I can, jump over the man, and land on my feet.",gpt-3,1,constrained_single,
91,"Goal: Jump over a six foot tall man, without using a trampoline.","I would use a spring and a tape measure to calculate the required length of the spring, and then build a trampoline with that length.",gpt-3,1,constrained_single,
92,"Goal: Jump over a six foot tall man, without using a trampoline.",I would look for a large hill or bridge to jump off of. I would jump off the bridge or hill and try to jump over the man.,gpt-3,1,constrained_single,
93,"Goal: Jump over a six foot tall man, without using a trampoline.",I would start by making a list of the things that I would need to do. Then I would start with the first step and move on to the next step. I would start by making sure I had the right shoes. After that I would make sure I was in the right position. I would then take a deep breath and run as fast as I could.,gpt-3,1,constrained_single,
94,"Goal: Jump over a six foot tall man, without using a trampoline.",I would try to jump over him with a running start.,gpt-3,1,constrained_single,
95,"Goal: Jump over a six foot tall man, without using a trampoline.",I would have to use a running start.,gpt-3,1,constrained_single,
96,"Goal: Jump over a six foot tall man, without using a trampoline.",I would use a really long stick to help me jump over the man.,gpt-3,1,constrained_single,
97,"Goal: Jump over a six foot tall man, without using a trampoline.","I would try to jump over the man by running at him, then jumping up in the air. I would try to jump as high as I could.",gpt-3,1,constrained_single,
98,"Goal: Jump over a six foot tall man, without using a trampoline.",I would run as fast as I can and jump as high as I can. I would also train to increase my jumping ability.,gpt-3,1,constrained_single,
99,"Goal: Jump over a six foot tall man, without using a trampoline.",I would use a trampoline.,gpt-3,1,constrained_single,
100,Goal: Clean the dirty dishes.,I would first look for the closest sink. I would then find the soap and the sponge. I would then turn on the hot water. I would then find the dishes and put them in the sink. I would then put the soap on the sponge and scrub the dishes with the sponge. I would then rinse the dishes off.,gpt-3,0,unconstrained,
101,Goal: Clean the dirty dishes.,I would first put on gloves and then I would get a sponge and some soap and then I would wash the dishes.,gpt-3,0,unconstrained,
102,Goal: Clean the dirty dishes.,I would first gather all of the dirty dishes. Then I would put them into the dishwasher. I would put the soap in the dishwasher. I would turn the dishwasher on.,gpt-3,0,unconstrained,
103,Goal: Clean the dirty dishes.,I would clean the dishes by using soap and water. I would scrub them with soap and then rinse them off.,gpt-3,0,unconstrained,
104,Goal: Clean the dirty dishes.,I would start by finding a dish I can wash. Then I would get a sponge and soap and water and I would wash the dish.,gpt-3,0,unconstrained,
105,Goal: Clean the dirty dishes.,I would first make sure I had the right cleaning supplies.,gpt-3,0,unconstrained,
106,Goal: Clean the dirty dishes.,I would first put on an apron to protect my clothes. Then I would gather the dirty dishes and put them in the sink. I would then put water and soap in the sink. I would wash the dishes and then dry them.,gpt-3,0,unconstrained,
107,Goal: Clean the dirty dishes.,"I would get a sponge, warm water, and soap to clean the dishes.",gpt-3,0,unconstrained,
108,Goal: Clean the dirty dishes.,I would go to the sink and start washing the dishes. I would wash all the dishes and then I would dry them.,gpt-3,0,unconstrained,
109,Goal: Clean the dirty dishes.,"I would go to the kitchen and get a sponge and a pan. Then I would fill the pan with water and put it on the stove. I would then get a sponge and put it in the water. Once the water was boiled, I would take the pan off the stove and let the water cool down.",gpt-3,0,unconstrained,
110,Goal: Clean the dirty dishes.,I would break down the dirty dishes into categories. I would start with the cups and bowls. I would fill the sink with warm soapy water. I would wash each cup and bowl one at a time. I would then rinse each cup and bowl one at a time. I would then put each cup and bowl one at a time into the dishwasher. I would repeat the process until all the dishes are clean.,gpt-3,1,unconstrained,
111,Goal: Clean the dirty dishes.,I would first put the dirty dishes in a pile and then I would put them in the dishwasher and turn it on.,gpt-3,1,unconstrained,
112,Goal: Clean the dirty dishes.,"I would gather all the dirty dishes in the sink, and put them in the dishwasher.",gpt-3,1,unconstrained,
113,Goal: Clean the dirty dishes.,I would first put the dishes in the dishwasher and run it.,gpt-3,1,unconstrained,
114,Goal: Clean the dirty dishes.,I would first check to see what is the dirtiest. I would then find the appropriate tool for cleaning that item. I would then clean the dishes. I would then put the dishes away.,gpt-3,1,unconstrained,
115,Goal: Clean the dirty dishes.,"I would first see if there was a dishwasher. If so, I would put the dirty dishes in the dishwasher. If there was no dishwasher, I would put the dirty dishes in the sink. I would use soap and water to clean the dishes. I would rinse the dishes, and then put them in the dish rack to dry. I would wipe the counter to clean it.",gpt-3,1,unconstrained,
116,Goal: Clean the dirty dishes.,I would clean the dishes first by filling the sink with water and soap. I would then start scrubbing the dishes.,gpt-3,1,unconstrained,
117,Goal: Clean the dirty dishes.,I would first look for the dishwasher to see if the dishes are clean.,gpt-3,1,unconstrained,
118,Goal: Clean the dirty dishes.,I would first start with washing the dishes. Then I would dry them and put them away.,gpt-3,1,unconstrained,
119,Goal: Clean the dirty dishes.,I would ask my mom if I could help her with the dishes. I would ask her if she wanted me to dry them or put them away. If she said dry them I would dry them. If she said put them away I would put them away.,gpt-3,1,unconstrained,
120,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would use a drone to catch the skydiver in mid-air.,gpt-3,0,constrained_many,
121,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.","I would use a car, or a truck. I would stand on the hood of the car and hold out my arms.",gpt-3,0,constrained_many,
122,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would use a drone to catch the skydiver. The drone would have to be able to fly at high speeds and have a large enough area to catch the falling skydiver.,gpt-3,0,constrained_many,
123,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would find a tall building and climb up to the roof. I would then tie a rope to the roof and lower it down. I would then tie the other end of the rope to a tree.,gpt-3,0,constrained_many,
124,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would make a large trampoline. Then I would build a fence around the trampoline.,gpt-3,0,constrained_many,
125,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would build a platform to catch the skydiver and a harness to secure the skydiver.,gpt-3,0,constrained_many,
126,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would use a large drone that could be controlled by a human.,gpt-3,0,constrained_many,
127,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would build a wooden platform and put a mattress on top of it. I would also make it in a place where there is no chance of anyone getting hurt.,gpt-3,0,constrained_many,
128,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would have a team of people ready to catch the skydiver.,gpt-3,0,constrained_many,
129,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would have a bunch of people on the ground all have a large blanket and have them put the blanket over the skydiver as he/she is falling.,gpt-3,0,constrained_many,
130,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would build a giant trampoline out of the ground.,gpt-3,1,constrained_many,
131,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would try to get a big inflatable mattress and place it in a field.,gpt-3,1,constrained_many,
132,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would use a boat and a long rope. I would tie the rope to the boat and attach the other end to the skydiver.,gpt-3,1,constrained_many,
133,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.",I would use a drone to carry a parachute to the skydiver.,gpt-3,1,constrained_many,
134,"Goal: Create a safe landing for a falling skydiver, without using a net, drones, a safety flag, or a parachute.","I would have a group of friends who are strong and willing to stand in a line, holding hands.",gpt-3,1,constrained_many,
