,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type
10,10,1,33,"""",9655.800000190735,survey-likert,10,172030,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective.",rate_humanness,gpt-3,This could have happened because the confetti was made of a material that made it hard for the sound to travel.,32,single-constraint
11,11,1,33,"""",4479.799999713898,survey-likert,11,176516,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead.",rate_humanness,gpt-3,This could have happened because the person who lives there has removed the batteries from the fire alarm to prevent it from going off accidentally.,32,single-constraint
12,12,1,33,"""",3629.800000190735,survey-likert,12,180149,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source.",rate_humanness,gpt-3,This could have happened because the light is connected to an emergency generator.,32,single-constraint
13,13,1,33,"""",4823.900000095367,survey-likert,13,184980,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead.",rate_humanness,gpt-3,"This could have happened because the fire alarm is actually a smoke detector, and the fire was too small to produce enough smoke to trip the smoke detector.",32,single-constraint
14,14,1,33,"""",3608.9000000953674,survey-likert,14,188592,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty.",rate_humanness,gpt-3,This could have happened because the metal detector was not working because it was not plugged in.,32,single-constraint
15,15,1,33,"""",4132.099999904633,survey-likert,15,192732,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft.",rate_humanness,gpt-3,This could have happened because they had a metal rod that was attached to their wrist that allowed them to fall from heights without breaking their wrist.,32,single-constraint
16,16,1,33,"""",4480.800000190735,survey-likert,16,197215,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off.",rate_humanness,gpt-3,"This could have happened because the freezer is not an ordinary freezer and it is capable of sublimation, which means that it can turn solids into gases without going through the liquid stage.",32,single-constraint
17,17,1,33,"""",3226.6000003814697,survey-likert,17,200448,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple.",rate_humanness,gpt-3,This could have happened because the apple fell into a leafy bush that cushioned the fall.,32,single-constraint
18,18,1,33,"""",3058.8999996185303,survey-likert,18,203511,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die. However, the reason this happened was not that the plants were cacti.",rate_humanness,gpt-3,This could have happened because the plants are succulents that store water in their stems and leaves.,32,single-constraint
19,19,1,33,"""",2621.4000000953674,survey-likert,19,206138,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang. However, the reason this happened was not that the drumstick was made of soft material.",rate_humanness,gpt-3,"This could have happened because the cymbal could have been hit with a soft material, like a pillow.",32,single-constraint
20,20,1,33,"""",3743.7000002861023,survey-likert,20,209885,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die. However, the reason this happened was not that the crops were previously sprayed with pesticides.",rate_humanness,gpt-3,This could have happened because the crops were not sprayed with pesticides.,32,single-constraint
21,21,1,33,"""",3334.7999997138977,survey-likert,21,213225,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective.",rate_humanness,gpt-3,"This could have happened because the confetti was not loaded into the cannon, so it did not produce any noise.",32,single-constraint
22,22,1,33,"""",6149,survey-likert,22,219378,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die. However, the reason this happened was not that the plants were cacti.",rate_humanness,gpt-3,"This could have happened because the plants were not plants, but were actually robots.",32,single-constraint
23,23,1,33,"""",5532,survey-likert,23,224916,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny.",rate_humanness,gpt-3,This could have happened because the meteor was a meteorite. Meteorites are rocks from space that have been through the atmosphere and have a high rate of speed when they hit the ground. They have a lot of kinetic energy which causes them to make a large crater when they hit.,32,single-constraint
24,24,1,33,"""",3701.0999999046326,survey-likert,24,228620,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die. However, the reason this happened was not that the plants were cacti.",rate_humanness,gpt-3,This could have happened because the plants were not watered because they were in a desert and they could survive without water.,32,single-constraint
25,25,1,33,"""",2685.4000000953674,survey-likert,25,231312,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break. However, the reason this happened was not that the egg carton landed on a soft surface.",rate_humanness,gpt-3,This could have happened because the egg carton was padded with foam.,32,single-constraint
26,26,1,33,"""",3072.800000190735,survey-likert,26,234388,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass.",rate_humanness,gpt-3,This could have happened because the canopy was made of a material that does not allow rain to pass through it.,32,single-constraint
27,27,1,33,"""",4581,survey-likert,27,238976,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft.",rate_humanness,gpt-3,This could have happened because the person fell on a soft patch of grass. The grass absorbed the shock and cushioned the fall.,32,single-constraint
28,28,1,33,"""",3994.800000190735,survey-likert,28,242975,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves.",rate_humanness,gpt-3,This could have happened because the gloves were made with a special material that does not allow the poison ivy oils to transfer to the wearer's skin.,32,single-constraint
29,29,1,33,"""",4086.4000000953674,survey-likert,29,247068,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective.",rate_humanness,gpt-3,"This could have happened because the confetti cannon was fired indoors, so the noise was absorbed by the walls and ceiling.",32,single-constraint
30,30,1,33,"""",2996.4000000953674,survey-likert,30,250067,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress.",rate_humanness,gpt-3,This could have happened because the piano was a piano-shaped pillow.,32,single-constraint
31,31,1,33,"""",3420.699999809265,survey-likert,31,253493,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough.",rate_humanness,gpt-3,This could have happened because the person has asthma and they are taking their inhaler.,32,single-constraint
32,32,1,33,"""",7343,survey-likert,32,260840,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress.",rate_humanness,gpt-3,This could have happened because the piano was made out of a very hard material.,32,single-constraint
33,33,1,33,"""",2970.199999809265,survey-likert,33,263815,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone drinks lots of coffee , then they have trouble sleeping. But suppose someone drinks lots of coffee, and then they have do not have trouble sleeping. However, the reason this happened was not that they drank decaf coffee.",rate_humanness,gpt-3,"This could have happened because the person drank coffee with sugar, which has a stimulating effect.",32,single-constraint
34,34,1,33,"""",4400.099999904633,survey-likert,34,268218,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened. However, the reason this happened was not that the lock was broken.",rate_humanness,gpt-3,This could have happened because the door was not really locked. The bolt was not really a bolt. It was a magnetic bolt that was attached to the door and was not really attached to anything.,32,single-constraint
35,35,1,33,"""",3666.5999999046326,survey-likert,35,271890,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly. However, the reason this happened was not that the car was in neutral.",rate_humanness,gpt-3,"This could have happened because the car had a lot of weight in the back, so the gas pedal would not be pressed down as far as it would be if the car were lighter.",32,single-constraint
36,36,1,33,"""",3555.2999997138977,survey-likert,36,275449,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off.",rate_humanness,gpt-3,"This could have happened because the bathtub is a whirlpool bathtub, and there is a pump that circulates the water.",32,single-constraint
37,37,1,33,"""",3243.5,survey-likert,37,278698,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl. However, the reason this happened was not that the cat was dead.",rate_humanness,gpt-3,This could have happened because cats have nine lives.,32,single-constraint
38,38,1,33,"""",14844.5,survey-likert,38,293545,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":5}",[0],"If someone drinks lots of coffee , then they have trouble sleeping. But suppose someone drinks lots of coffee, and then they have do not have trouble sleeping. However, the reason this happened was not that they drank decaf coffee.",rate_humanness,gpt-3,"This could have happened because the person drank decaf coffee, but the decaf coffee contained caffeine.",32,single-constraint
39,39,1,33,"""",8328.599999904633,survey-likert,39,301882,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source.",rate_humanness,gpt-3,This could have happened because the light is connected to a switch that is turned on.,32,single-constraint
40,40,1,33,"""",3367.3999996185303,survey-likert,40,305254,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress.",rate_humanness,gpt-3,This could have happened because the piano was made of a strong material and was not made of glass.,32,single-constraint
41,41,1,33,"""",3095.7999997138977,survey-likert,41,308355,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny.",rate_humanness,gpt-3,"This could have happened because the meteor was a small meteor, and it did not have enough energy to make a crater.",32,single-constraint
42,42,1,33,"""",2794.699999809265,survey-likert,42,311153,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang. However, the reason this happened was not that the drumstick was made of soft material.",rate_humanness,gpt-3,This could have happened because the cymbal was not hit very hard.,32,single-constraint
43,43,1,33,"""",3745.7000002861023,survey-likert,43,314901,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down. However, the reason this happened was not that the shelves were bolted to the ground.",rate_humanness,gpt-3,This could have happened because the earthquake was not severe enough to knock down the shelves.,32,single-constraint
44,44,1,33,"""",4187.400000095367,survey-likert,44,319093,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape. However, the reason this happened was not that the animals climed over the gates.",rate_humanness,gpt-3,This could have happened because the animals were let out by someone who had access to the zoo. Also the zoo animals could have been let out by someone who had a key to the zoo.,32,single-constraint
45,45,1,33,"""",3599.199999809265,survey-likert,45,322694,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft.",rate_humanness,gpt-3,This could have happened because they landed on a patch of ice and slid down the rest of the way.,32,single-constraint
46,46,1,33,"""",3699.6000003814697,survey-likert,46,326399,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""humanness"":6}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough.",rate_humanness,gpt-3,This could have happened because the person was not exposed to enough wildfire smoke to cough.,32,single-constraint
47,47,1,33,"""",15301.800000190735,survey-text,47,341737,28,61e05c6eb0cfe8c09374f8c6,61e061bf05f2f6c3638039d0,5dcca2db88381e92c96b9ac5,61e061bf05f2f6c3638039d0,"{""Q0"":""10"",""Q1"":""1"",""Q2"":""No"",""Q3"":""No""}","""","""","""","""","""","""",""""
48,48,10,22,"[{""page_index"":0,""viewing_time"":12771.200000047684},{""page_index"":1,""viewing_time"":20072.099999904633},{""page_index"":2,""viewing_time"":9704.600000143051},{""page_index"":3,""viewing_time"":37109.89999985695},{""page_index"":4,""viewing_time"":26520.400000095367},{""page_index"":5,""viewing_time"":82584},{""page_index"":6,""viewing_time"":5291.5},{""page_index"":7,""viewing_time"":3442.399999856949}]",197498.40000009537,instructions,0,197516,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"""","""","""","""","""","""","""",""""
49,49,10,22,"""",18864.60000014305,survey-multi-choice,1,216392,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""",""""
50,50,10,22,"[{""page_index"":0,""viewing_time"":11605.100000143051},{""page_index"":1,""viewing_time"":5556.599999904633},{""page_index"":2,""viewing_time"":4602.299999952316},{""page_index"":3,""viewing_time"":4392},{""page_index"":4,""viewing_time"":14452.400000095367},{""page_index"":5,""viewing_time"":3275.399999856949},{""page_index"":6,""viewing_time"":2322.600000143051},{""page_index"":7,""viewing_time"":2976.5}]",49184,instructions,2,265579,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"""","""","""","""","""","""","""",""""
51,51,10,22,"""",18003.199999809265,survey-multi-choice,3,283588,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""",""""
52,52,10,22,"[{""page_index"":0,""viewing_time"":3406.100000143051},{""page_index"":1,""viewing_time"":2340.2999999523163},{""page_index"":2,""viewing_time"":3023.5999999046326},{""page_index"":3,""viewing_time"":5294.5},{""page_index"":4,""viewing_time"":1088.2999999523163},{""page_index"":5,""viewing_time"":1256},{""page_index"":6,""viewing_time"":1780.4000000953674},{""page_index"":7,""viewing_time"":1092.9000000953674}]",19283,instructions,4,302873,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"""","""","""","""","""","""","""",""""
53,53,10,22,"""",8441.099999904633,survey-multi-choice,5,311321,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"{""Q0"":""The plausibility that humans generated language."",""Q1"":""By moving a slider.""}","[0,1]","""","""","""","""","""",""""
54,54,10,22,"[{""page_index"":0,""viewing_time"":6225.799999952316},{""page_index"":1,""viewing_time"":1257},{""page_index"":2,""viewing_time"":1122},{""page_index"":3,""viewing_time"":1266.2999999523163},{""page_index"":4,""viewing_time"":1254.7999999523163},{""page_index"":5,""viewing_time"":1290.3000001907349},{""page_index"":6,""viewing_time"":2056.7999999523163},{""page_index"":7,""viewing_time"":1322.3999998569489}]",15796.299999952316,instructions,6,327119,49,61e05c6eb0cfe8c09374f8c6,61e0655b8bc10ecdf6a8c37f,5f3d1db8a6057b0217f30a13,61e0655b8bc10ecdf6a8c37f,"""","""","""","""","""","""","""",""""
